"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"full"	"SRR3118617_2.456036.457582 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"	1.29449838187702	0	0	5	5	"GCA_001543205.1"	"SRR3118617_2.456036.457582"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"
"full"	"SRR3118617_3.720880.722426 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"	0.647249190938511	0	0	5	5	"GCA_001543205.1"	"SRR3118617_3.720880.722426"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"
"full"	"SRR3118617_4.2005332.2006878 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"	1.29449838187702	0	0	5	5	"GCA_001543205.1"	"SRR3118617_4.2005332.2006878"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"
"denovo"	"SRR3118617_1.141.1687 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaeequi"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"	0.647249190938511	0	0	5	5	"GCA_001543205.1"	"SRR3118617_1.141.1687"	"GCA_001543205.1..16S_rRNA::CP014162.1:1699246-1700793(+)"
"fast"	"SRR3118656_1.4581.6126 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0.647668393782383	1.87265917602996	0	7	3	"GCA_001543285.1"	"SRR3118656_1.4581.6126"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118656_2.4574.6120 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118656_2.4574.6120"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118656_3.4812.6358 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118656_3.4812.6358"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118633_1.4581.6126 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0.647668393782383	1.87265917602996	0	7	3	"GCA_001543285.1"	"SRR3118633_1.4581.6126"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118633_2.4577.6123 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118633_2.4577.6123"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118633_3.1243.2789 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118633_3.1243.2789"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118656_1.19442.20988 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118656_1.19442.20988"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118656_2.10204.11749 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0.647668393782383	1.87265917602996	0	7	3	"GCA_001543285.1"	"SRR3118656_2.10204.11749"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118656_3.5605.7151 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118656_3.5605.7151"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118633_1.19442.20988 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118633_1.19442.20988"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118633_2.10204.11749 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0.647668393782383	1.87265917602996	0	7	3	"GCA_001543285.1"	"SRR3118633_2.10204.11749"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"full"	"SRR3118633_3.5605.7151 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118633_3.5605.7151"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"denovo"	"SRR3118633_1.141.1687 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0	0	0	7	3	"GCA_001543285.1"	"SRR3118633_1.141.1687"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"denovo"	"SRR3118656_1.141.1686 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus viridans"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"	0.647249190938511	1.87265917602996	0	7	3	"GCA_001543285.1"	"SRR3118656_1.141.1686"	"GCA_001543285.1..16S_rRNA::CP014164.1:832990-834537(+)"
"fast"	"SRR3118631_1.1160.2704 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_1.1160.2704"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3118631_2.4463.6007 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_2.4463.6007"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3118631_3.1166.2710 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	1.29617627997408	3.75234521575985	2.15982721382289	4	3	"GCA_001543245.1"	"SRR3118631_3.1166.2710"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3118631_4.1167.2711 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0	0	0	4	3	"GCA_001543245.1"	"SRR3118631_4.1167.2711"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3139721_1.1164.2708 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3139721_1.1164.2708"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3139721_2.1166.2710 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3139721_2.1166.2710"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3139721_3.4676.6220 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	1.29617627997408	3.75234521575985	2.15982721382289	4	3	"GCA_001543245.1"	"SRR3139721_3.4676.6220"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR3139721_4.1177.2721 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0	0	0	4	3	"GCA_001543245.1"	"SRR3139721_4.1177.2721"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3118631_1.4945.6489 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_1.4945.6489"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3118631_2.177189.178733 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0	0	0	4	3	"GCA_001543245.1"	"SRR3118631_2.177189.178733"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3118631_4.97532.99076 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_4.97532.99076"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3118631_5.139085.140629 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_5.139085.140629"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3139721_1.60299.61843 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0	0	0	4	3	"GCA_001543245.1"	"SRR3139721_1.60299.61843"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3139721_2.232543.234087 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3139721_2.232543.234087"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3139721_3.60455.61999 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3139721_3.60455.61999"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"full"	"SRR3139721_4.139001.140545 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	1.29617627997408	3.75234521575985	2.15982721382289	4	3	"GCA_001543245.1"	"SRR3139721_4.139001.140545"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"denovo"	"SRR3118631_1.213.1757 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3118631_1.213.1757"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"denovo"	"SRR3139721_1.213.1757 Bacteria;Firmicutes;Bacilli;Lactobacillales;Aerococcaceae;Aerococcus;Aerococcus urinaehominis"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"	0.648088139987038	1.87617260787993	0	4	3	"GCA_001543245.1"	"SRR3139721_1.213.1757"	"GCA_001543245.1..16S_rRNA::CP014163.1:1318432-1319977(+)"
"fast"	"SRR7245519_1.1619.3146 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_1.1619.3146"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"fast"	"SRR7245519_2.1686.3213 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_2.1686.3213"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"fast"	"SRR7245519_3.1647.3174 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_3.1647.3174"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"full"	"SRR7245519_1.4832.6359 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_1.4832.6359"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"full"	"SRR7245519_2.4284.5811 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_2.4284.5811"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"denovo"	"SRR7245519_1.599.2126 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella holmesii"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"	0	0	0	3	1	"GCA_001704215.1"	"SRR7245519_1.599.2126"	"GCA_001704215.1..16S_rRNA::CP016341.1:3119921-3121449(-)"
"fast"	"SRR3924647_1.4557.6068 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"	0.661813368630046	0	NA	1	1	"GCA_002128005.1"	"SRR3924647_1.4557.6068"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"
"full"	"SRR3924647_1.4113.5624 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"	1.32275132275132	0	NA	1	1	"GCA_002128005.1"	"SRR3924647_1.4113.5624"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"
"denovo"	"SRR3924647_1.4113.5624 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"	1.32275132275132	0	NA	1	1	"GCA_002128005.1"	"SRR3924647_1.4113.5624"	"GCA_002128005.1..16S_rRNA::CP017329.1:118256-119768(+)"
"fast"	"SRR3924593_1.1414.2925 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"	1.32275132275132	0	NA	1	1	"GCA_002128145.1"	"SRR3924593_1.1414.2925"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"
"full"	"SRR3924593_1.9680.11191 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"	0.661813368630046	0	NA	1	1	"GCA_002128145.1"	"SRR3924593_1.9680.11191"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"
"denovo"	"SRR3924593_1.9680.11191 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"	0.661813368630046	0	NA	1	1	"GCA_002128145.1"	"SRR3924593_1.9680.11191"	"GCA_002128145.1..16S_rRNA::CP017333.1:118288-119800(+)"
"fast"	"SRR3924632_1.4744.6255 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"	0.661813368630046	0	NA	1	1	"GCA_002128125.1"	"SRR3924632_1.4744.6255"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"
"full"	"SRR3924632_1.330216.331727 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"	1.32275132275132	0	NA	1	1	"GCA_002128125.1"	"SRR3924632_1.330216.331727"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"
"denovo"	"SRR3924632_1.330216.331727 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"	1.32275132275132	0	NA	1	1	"GCA_002128125.1"	"SRR3924632_1.330216.331727"	"GCA_002128125.1..16S_rRNA::CP017342.1:118293-119805(+)"
"fast"	"SRR3924587_1.4733.6244 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"	0.661813368630046	0	NA	1	1	"GCA_002128045.1"	"SRR3924587_1.4733.6244"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"
"full"	"SRR3924587_1.9680.11191 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"	0.661813368630046	0	NA	1	1	"GCA_002128045.1"	"SRR3924587_1.9680.11191"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"
"denovo"	"SRR3924587_1.9680.11191 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"	0.661813368630046	0	NA	1	1	"GCA_002128045.1"	"SRR3924587_1.9680.11191"	"GCA_002128045.1..16S_rRNA::CP017331.1:118288-119800(+)"
"fast"	"SRR3924605_1.4745.6256 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"	0.661813368630046	0	NA	1	1	"GCA_002128265.1"	"SRR3924605_1.4745.6256"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"
"full"	"SRR3924605_1.195939.197450 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"	1.32275132275132	0	NA	1	1	"GCA_002128265.1"	"SRR3924605_1.195939.197450"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"
"denovo"	"SRR3924605_1.195939.197450 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"	1.32275132275132	0	NA	1	1	"GCA_002128265.1"	"SRR3924605_1.195939.197450"	"GCA_002128265.1..16S_rRNA::CP017339.1:118282-119794(+)"
"fast"	"SRR3924610_1.4748.6259 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"	0.661813368630046	0	NA	1	1	"GCA_002128105.1"	"SRR3924610_1.4748.6259"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"
"full"	"SRR3924610_1.330113.331624 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"	1.32275132275132	0	NA	1	1	"GCA_002128105.1"	"SRR3924610_1.330113.331624"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"
"denovo"	"SRR3924610_1.330113.331624 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"	1.32275132275132	0	NA	1	1	"GCA_002128105.1"	"SRR3924610_1.330113.331624"	"GCA_002128105.1..16S_rRNA::CP017341.1:118272-119784(+)"
"fast"	"SRR3924617_1.4555.6066 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"	0.661813368630046	0	NA	1	1	"GCA_001901705.1"	"SRR3924617_1.4555.6066"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"
"full"	"SRR3924617_1.4101.5612 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"	1.32275132275132	0	NA	1	1	"GCA_001901705.1"	"SRR3924617_1.4101.5612"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"
"denovo"	"SRR3924617_1.4101.5612 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"	1.32275132275132	0	NA	1	1	"GCA_001901705.1"	"SRR3924617_1.4101.5612"	"GCA_001901705.1..16S_rRNA::CP017327.1:118283-119795(+)"
"fast"	"SRR3924598_1.4745.6256 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"	0.661813368630046	0	NA	1	1	"GCA_002128285.1"	"SRR3924598_1.4745.6256"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"
"full"	"SRR3924598_1.330140.331651 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"	1.32275132275132	0	NA	1	1	"GCA_002128285.1"	"SRR3924598_1.330140.331651"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"
"denovo"	"SRR3924598_1.330140.331651 Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma pneumoniae"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"	1.32275132275132	0	NA	1	1	"GCA_002128285.1"	"SRR3924598_1.330140.331651"	"GCA_002128285.1..16S_rRNA::CP017336.1:118261-119773(+)"
"fast"	"SRR5137561_1.4414.5963 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.16795865633075	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_1.4414.5963"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_2.4408.5956 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.81395348837209	3.73134328358209	0	11	11	"GCA_002005265.1"	"SRR5137561_2.4408.5956"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
"fast"	"SRR5137561_3.4430.5977 Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus anthracis"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"	5.17129928894635	1.86567164179104	0	11	11	"GCA_002005265.1"	"SRR5137561_3.4430.5977"	"GCA_002005265.1..16S_rRNA::CP019726.1:2006254-2007798(-)"
